Input args:
Dim: 2
seed: 7
seed_data: 10
/home/samwiq/spa/seq-posterior-approx-w-nf-dev/mv_gaussian/2d w 5 obs/lunarc
/home/samwiq/spa/seq-posterior-approx-w-nf-dev/mv_gaussian
Nbr trainable parameters: 17776
start training
Epoch: 0, loss: 0.7524584803264588, eval loss: 5.388614177703857
Epoch: 1, loss: 0.47727197643769614, eval loss: 0.48859110474586487
Epoch: 2, loss: 0.45010153043549506, eval loss: 0.45310673117637634
Epoch: 3, loss: 0.4316193088563159, eval loss: 0.38896429538726807
Epoch: 4, loss: 0.42232327261008323, eval loss: 0.4402420222759247
Epoch: 5, loss: 0.4145430294657126, eval loss: 0.37591928243637085
Epoch: 6, loss: 0.40998620297410526, eval loss: 0.3841084837913513
Epoch: 7, loss: 0.4094590342199808, eval loss: 0.41637447476387024
Epoch: 8, loss: 0.40225928678701167, eval loss: 0.37389296293258667
Epoch: 9, loss: 0.3952026986435521, eval loss: 0.4228527247905731
Epoch: 10, loss: 0.3935830608352444, eval loss: 0.4010786712169647
Epoch: 11, loss: 0.3947253179360996, eval loss: 0.36647167801856995
Epoch: 12, loss: 0.3901552499929312, eval loss: 0.3646400570869446
Epoch: 13, loss: 0.38774783710192423, eval loss: 0.3785523772239685
Epoch: 14, loss: 0.3910809277469525, eval loss: 0.3373154103755951
Epoch: 15, loss: 0.3872656487004133, eval loss: 0.3909720778465271
Epoch: 16, loss: 0.38847434981609696, eval loss: 0.37508442997932434
Epoch: 17, loss: 0.38429779634578154, eval loss: 0.3711383640766144
Epoch: 18, loss: 0.38136446726188294, eval loss: 0.3644968271255493
Epoch: 19, loss: 0.38526406912045785, eval loss: 0.3584189713001251
Epoch: 20, loss: 0.38355755736818536, eval loss: 0.3649619519710541
Epoch: 21, loss: 0.3812401815969497, eval loss: 0.3791337311267853
Epoch: 22, loss: 0.3791435370157706, eval loss: 0.3889843821525574
Epoch: 23, loss: 0.3791205279895803, eval loss: 0.3672904968261719
Epoch: 24, loss: 0.37832031477984857, eval loss: 0.37208035588264465
Epoch: 25, loss: 0.3760238574455434, eval loss: 0.3552960753440857
Epoch: 26, loss: 0.37717625735036564, eval loss: 0.36527177691459656
Epoch: 27, loss: 0.37609837202035123, eval loss: 0.3514840602874756
Epoch: 28, loss: 0.3776685958392045, eval loss: 0.36787620186805725
Epoch: 29, loss: 0.3757188441295875, eval loss: 0.34237346053123474
Epoch: 30, loss: 0.37645346432989757, eval loss: 0.34270283579826355
Epoch: 31, loss: 0.3780664636878646, eval loss: 0.3698728680610657
Epoch: 32, loss: 0.37756678917474346, eval loss: 0.3805834949016571
Epoch: 33, loss: 0.37539681531721725, eval loss: 0.35767313838005066
Epoch: 34, loss: 0.376265762525727, eval loss: 0.35305485129356384
Epoch: 35, loss: 0.3748740721965442, eval loss: 0.3463457524776459
Epoch: 36, loss: 0.37493606705938876, eval loss: 0.34539175033569336
Epoch: 37, loss: 0.3742049474208761, eval loss: 0.34008780121803284
Epoch: 38, loss: 0.37589503033901567, eval loss: 0.33780422806739807
Epoch: 39, loss: 0.37660634390718767, eval loss: 0.3507431745529175
Epoch: 40, loss: 0.3747781809588196, eval loss: 0.34840869903564453
Epoch: 41, loss: 0.37701808533573056, eval loss: 0.34698495268821716
Epoch: 42, loss: 0.3771421403501881, eval loss: 0.3446311354637146
Epoch: 43, loss: 0.3795867071140674, eval loss: 0.34769055247306824
Epoch: 44, loss: 0.3756637454194424, eval loss: 0.34844276309013367
Epoch: 45, loss: 0.3777603204962361, eval loss: 0.387580543756485
Epoch: 46, loss: 0.37868601765600035, eval loss: 0.3604716360569
Epoch: 47, loss: 0.377875597672537, eval loss: 0.33695244789123535
Epoch: 48, loss: 0.3778000379772857, eval loss: 0.3355990946292877
Epoch: 49, loss: 0.37685157061248903, eval loss: 0.3455653488636017

Runtime:584.61
KL div untrained: 10247.899
KL div trained: 0.0087
