Input args:
Dim: 2
seed: 31
seed_data: 10
/home/samwiq/snpla/seq-posterior-approx-w-nf-dev/mv_gaussian/low_dim_w_five_obs/lunarc
/home/samwiq/snpla/seq-posterior-approx-w-nf-dev
Nbr trainable parameters: 17776
start training
Epoch: 0, loss: 0.7963786374032498, eval loss: 7.032567977905273
Epoch: 1, loss: 0.4848050273442641, eval loss: 0.44971057772636414
Epoch: 2, loss: 0.4572921365685761, eval loss: 0.4349052906036377
Epoch: 3, loss: 0.44446310646366327, eval loss: 0.521659791469574
Epoch: 4, loss: 0.4356337356334552, eval loss: 0.43604832887649536
Epoch: 5, loss: 0.4201167305346462, eval loss: 0.4443773031234741
Epoch: 6, loss: 0.4145401515008416, eval loss: 0.3929308354854584
Epoch: 7, loss: 0.4092696672747843, eval loss: 0.4343011975288391
Epoch: 8, loss: 0.40512811455293557, eval loss: 0.47734779119491577
Epoch: 9, loss: 0.40235779710004865, eval loss: 0.5394033789634705
Epoch: 10, loss: 0.4019640031824383, eval loss: 0.41955143213272095
Epoch: 11, loss: 0.3979251472384203, eval loss: 0.3875848054885864
Epoch: 12, loss: 0.3967297067042091, eval loss: 0.40549924969673157
Epoch: 13, loss: 0.3938013607853088, eval loss: 0.41176173090934753
Epoch: 14, loss: 0.3924128497863421, eval loss: 0.37998059391975403
Epoch: 15, loss: 0.3921563955124293, eval loss: 0.3741888701915741
Epoch: 16, loss: 0.39433120023459195, eval loss: 0.38401520252227783
Epoch: 17, loss: 0.3917069420753978, eval loss: 0.402980238199234
Epoch: 18, loss: 0.3899822199891787, eval loss: 0.4529467821121216
Epoch: 19, loss: 0.39324062304134716, eval loss: 0.3956243693828583
Epoch: 20, loss: 0.3911093628074741, eval loss: 0.3896484673023224
Epoch: 21, loss: 0.38836593384097795, eval loss: 0.39389368891716003
Epoch: 22, loss: 0.3866904148779577, eval loss: 0.413787305355072
Epoch: 23, loss: 0.38709071073302764, eval loss: 0.3807617425918579
Epoch: 24, loss: 0.3862559049774427, eval loss: 0.388688325881958
Epoch: 25, loss: 0.38873478661429545, eval loss: 0.36446523666381836
Epoch: 26, loss: 0.3876051167133937, eval loss: 0.4179781973361969
Epoch: 27, loss: 0.3843208148264239, eval loss: 0.37344786524772644
Epoch: 28, loss: 0.3849370083468966, eval loss: 0.39485159516334534
Epoch: 29, loss: 0.38445172461739274, eval loss: 0.39790982007980347
Epoch: 30, loss: 0.38406036443528135, eval loss: 0.38850659132003784
Epoch: 31, loss: 0.3854124820130528, eval loss: 0.3901579976081848
Epoch: 32, loss: 0.3856158305684221, eval loss: 0.3694365322589874
Epoch: 33, loss: 0.38467793109171905, eval loss: 0.4124588966369629
Epoch: 34, loss: 0.3833760550209263, eval loss: 0.38927191495895386
Epoch: 35, loss: 0.3833286847593263, eval loss: 0.3914411664009094
Epoch: 36, loss: 0.384738135766238, eval loss: 0.4087209403514862
Epoch: 37, loss: 0.3839767955296702, eval loss: 0.3898318111896515
Epoch: 38, loss: 0.384499448024435, eval loss: 0.40797707438468933
Epoch: 39, loss: 0.3835301332460949, eval loss: 0.373914897441864
Epoch: 40, loss: 0.3831911597187718, eval loss: 0.3976867198944092
Epoch: 41, loss: 0.3837633345265931, eval loss: 0.3741798996925354
Epoch: 42, loss: 0.38425048319099003, eval loss: 0.37605634331703186
Epoch: 43, loss: 0.3868122202879749, eval loss: 0.41790667176246643
Epoch: 44, loss: 0.3852586826444895, eval loss: 0.3671732544898987
Epoch: 45, loss: 0.3858408211712958, eval loss: 0.37785604596138
Epoch: 46, loss: 0.3842183353468863, eval loss: 0.3859698474407196
Epoch: 47, loss: 0.38372632529531986, eval loss: 0.3776528537273407
Epoch: 48, loss: 0.3855822485184308, eval loss: 0.3972242772579193
Epoch: 49, loss: 0.38446901939212696, eval loss: 0.37940147519111633

Runtime:599.98
KL div untrained: 6961657005853112.0
KL div trained: 0.0029
