/home/samwiq/snpla/seq-posterior-approx-w-nf-dev/mv_gaussian/2d w 5 obs/lunarc
/home/samwiq/snpla/seq-posterior-approx-w-nf-dev/mv_gaussian/2d w 5 obs
Input args:
Dim: 2
seed: 1
seed_data: 10
/home/samwiq/snpla/seq-posterior-approx-w-nf-dev/mv_gaussian/2d w 5 obs
/home/samwiq/snpla/seq-posterior-approx-w-nf-dev/mv_gaussian
Nbr trainable parameters: 17776
start training
Epoch: 0, loss: 0.7780312805157155, eval loss: 5.680044174194336
Epoch: 1, loss: 0.4806034676144191, eval loss: 0.4748974144458771
Epoch: 2, loss: 0.4592851059883833, eval loss: 0.46169203519821167
Epoch: 3, loss: 0.43684694899013266, eval loss: 0.43394792079925537
Epoch: 4, loss: 0.4246230048162397, eval loss: 0.46258077025413513
Epoch: 5, loss: 0.41569141378015045, eval loss: 0.4023711085319519
Epoch: 6, loss: 0.408582688330207, eval loss: 0.469041109085083
Epoch: 7, loss: 0.4012084513175068, eval loss: 0.36955758929252625
Epoch: 8, loss: 0.40211406016780527, eval loss: 0.40294042229652405
Epoch: 9, loss: 0.39405818667728454, eval loss: 0.4003795087337494
Epoch: 10, loss: 0.3936321454862264, eval loss: 0.3773563802242279
Epoch: 11, loss: 0.3937481170683168, eval loss: 0.36766546964645386
Epoch: 12, loss: 0.38645664829207815, eval loss: 0.40122005343437195
Epoch: 13, loss: 0.38793822224688485, eval loss: 0.3818451166152954
Epoch: 14, loss: 0.38599328628974033, eval loss: 0.39577987790107727
Epoch: 15, loss: 0.38472743893973527, eval loss: 0.4058862328529358
Epoch: 16, loss: 0.3848633134742704, eval loss: 0.38625186681747437
Epoch: 17, loss: 0.3829684281728987, eval loss: 0.4115277826786041
Epoch: 18, loss: 0.38622053356084507, eval loss: 0.386927992105484
Epoch: 19, loss: 0.38112454151931163, eval loss: 0.3741353154182434
Epoch: 20, loss: 0.38150404709973373, eval loss: 0.3744807541370392
Epoch: 21, loss: 0.3809460232546553, eval loss: 0.39299634099006653
Epoch: 22, loss: 0.38051527338866437, eval loss: 0.3744455873966217
Epoch: 23, loss: 0.37993923223461024, eval loss: 0.39761149883270264
Epoch: 24, loss: 0.3789764067316719, eval loss: 0.3804413974285126
Epoch: 25, loss: 0.3798066470298545, eval loss: 0.3894446790218353
Epoch: 26, loss: 0.37896880543907174, eval loss: 0.37321317195892334
Epoch: 27, loss: 0.37867505873000484, eval loss: 0.36885547637939453
Epoch: 28, loss: 0.3779921436740551, eval loss: 0.36047711968421936
Epoch: 29, loss: 0.3795731549710035, eval loss: 0.39273613691329956
Epoch: 30, loss: 0.378963874753681, eval loss: 0.3910077214241028
Epoch: 31, loss: 0.3808241040119901, eval loss: 0.39733073115348816
Epoch: 32, loss: 0.37899593527661635, eval loss: 0.36673423647880554
Epoch: 33, loss: 0.37786259293410696, eval loss: 0.36463987827301025
Epoch: 34, loss: 0.3801992516743485, eval loss: 0.36234214901924133
Epoch: 35, loss: 0.3806048003170872, eval loss: 0.35821041464805603
Epoch: 36, loss: 0.38030485920549834, eval loss: 0.3635668456554413
Epoch: 37, loss: 0.3799796084914124, eval loss: 0.3674115836620331
Epoch: 38, loss: 0.37933496038240266, eval loss: 0.3718278110027313
Epoch: 39, loss: 0.37750448651146146, eval loss: 0.3753255009651184
Epoch: 40, loss: 0.38082667455913904, eval loss: 0.37441614270210266
Epoch: 41, loss: 0.38126155673220635, eval loss: 0.36218488216400146
Epoch: 42, loss: 0.37958521733504313, eval loss: 0.43454620242118835
Epoch: 43, loss: 0.3807336086197756, eval loss: 0.37382370233535767
Epoch: 44, loss: 0.37923864196345675, eval loss: 0.37024417519569397
Epoch: 45, loss: 0.3793558258783742, eval loss: 0.3860965371131897
Epoch: 46, loss: 0.3803093461332901, eval loss: 0.3721338212490082
Epoch: 47, loss: 0.3821376737788523, eval loss: 0.3713885247707367
Epoch: 48, loss: 0.38212180871400053, eval loss: 0.36372941732406616
Epoch: 49, loss: 0.3819680789415725, eval loss: 0.3823702037334442

Runtime:607.18
KL div untrained: 4280.5127
KL div trained: 0.0415
